Datum;Altersklasse;Geschlecht;Anzahl_Personen
2022-07-08;80 - 89;MA;5
2022-07-09;> 89;FE;1
2022-07-09;> 89;MA;2
2022-07-09;00 - 09;FE;2
2022-07-09;00 - 09;MA;2
2022-07-09;10 - 19;FE;2
2022-07-09;10 - 19;MA;2
2022-07-09;20 - 29;FE;10
2022-07-09;20 - 29;MA;8
2022-07-09;30 - 39;FE;11
2022-07-09;30 - 39;MA;12
2022-07-09;40 - 49;FE;14
2022-07-09;40 - 49;MA;6
2022-07-09;50 - 59;FE;16
2022-07-09;50 - 59;MA;5
2022-07-09;60 - 69;FE;11
2022-07-09;60 - 69;MA;6
2022-07-09;70 - 79;FE;4
2022-07-09;70 - 79;MA;3
2022-07-09;80 - 89;FE;2
2022-07-09;80 - 89;MA;4
2022-07-10;> 89;MA;2
2022-07-10;00 - 09;MA;3
2022-07-10;10 - 19;MA;1
2022-07-10;20 - 29;FE;6
2022-07-10;20 - 29;MA;9
2022-07-10;30 - 39;FE;14
2022-07-10;30 - 39;MA;10
2022-07-10;40 - 49;FE;3
2022-07-10;40 - 49;MA;7
2022-07-10;50 - 59;FE;5
2022-07-10;50 - 59;MA;1
2022-07-10;60 - 69;FE;4
2022-07-10;60 - 69;MA;3
2022-07-10;70 - 79;FE;7
2022-07-10;80 - 89;FE;2
2022-07-10;80 - 89;MA;1
2022-07-11;> 89;FE;6
2022-07-11;> 89;MA;1
2022-07-11;00 - 09;MA;2
2022-07-11;10 - 19;FE;3
2022-07-11;10 - 19;MA;4
2022-07-11;20 - 29;FE;17
2022-07-11;20 - 29;MA;14
2022-07-11;30 - 39;FE;20
2022-07-11;30 - 39;MA;23
2022-07-11;40 - 49;FE;19
2022-07-11;40 - 49;MA;25
2022-07-11;50 - 59;FE;13
2022-07-11;50 - 59;MA;19
2022-07-11;60 - 69;FE;17
2022-07-11;60 - 69;MA;14
2022-07-11;70 - 79;FE;12
2022-07-11;70 - 79;MA;9
2022-07-11;80 - 89;FE;5
2022-07-11;80 - 89;MA;7
2022-07-12;> 89;FE;4
2022-07-12;> 89;MA;2
2022-07-12;00 - 09;FE;1
2022-07-12;00 - 09;MA;4
2022-07-12;10 - 19;FE;6
2022-07-12;10 - 19;MA;3
2022-07-12;20 - 29;FE;23
2022-07-12;20 - 29;MA;11
2022-07-12;30 - 39;FE;17
2022-07-12;30 - 39;MA;32
2022-07-12;40 - 49;FE;20
2022-07-12;40 - 49;MA;15
2022-07-12;50 - 59;FE;28
2022-07-12;50 - 59;MA;19
2022-07-12;60 - 69;FE;18
2022-07-12;60 - 69;MA;18
2022-07-12;70 - 79;FE;13
2022-07-12;70 - 79;MA;8
2022-07-12;80 - 89;FE;7
2022-07-12;80 - 89;MA;4
2022-07-13;> 89;FE;4
2022-07-13;> 89;MA;1
2022-07-13;00 - 09;MA;1
2022-07-13;10 - 19;FE;2
2022-07-13;10 - 19;MA;2
2022-07-13;20 - 29;FE;15
2022-07-13;20 - 29;MA;7
2022-07-13;30 - 39;FE;24
2022-07-13;30 - 39;MA;16
2022-07-13;40 - 49;FE;12
2022-07-13;40 - 49;MA;17
2022-07-13;50 - 59;FE;15
2022-07-13;50 - 59;MA;16
2022-07-13;60 - 69;FE;15
2022-07-13;60 - 69;MA;7
2022-07-13;70 - 79;FE;9
2022-07-13;70 - 79;MA;4
2022-07-13;80 - 89;FE;9
2022-07-13;80 - 89;MA;6
2022-07-14;> 89;FE;4
2022-07-14;> 89;MA;1
2022-07-14;00 - 09;FE;2
2022-07-14;10 - 19;FE;2
2022-07-14;10 - 19;MA;3
2022-07-14;20 - 29;FE;19
2022-07-14;20 - 29;MA;13
2022-07-14;30 - 39;FE;28
2022-07-14;30 - 39;MA;14
2022-07-14;40 - 49;FE;16
2022-07-14;40 - 49;MA;13
2022-07-14;50 - 59;FE;16
2022-07-14;50 - 59;MA;21
2022-07-14;60 - 69;FE;11
2022-07-14;60 - 69;MA;9
2022-07-14;70 - 79;FE;7
2022-07-14;70 - 79;MA;11
2022-07-14;80 - 89;FE;9
2022-07-14;80 - 89;MA;3
2022-07-15;> 89;;1
2022-07-15;> 89;FE;3
2022-07-15;00 - 09;FE;3
2022-07-15;00 - 09;MA;2
2022-07-15;10 - 19;FE;3
2022-07-15;10 - 19;MA;3
2022-07-15;20 - 29;FE;16
2022-07-15;20 - 29;MA;9
2022-07-15;30 - 39;FE;18
2022-07-15;30 - 39;MA;19
2022-07-15;40 - 49;FE;15
2022-07-15;40 - 49;MA;5
2022-07-15;50 - 59;FE;11
2022-07-15;50 - 59;MA;7
2022-07-15;60 - 69;FE;10
2022-07-15;60 - 69;MA;6
2022-07-15;70 - 79;FE;9
2022-07-15;70 - 79;MA;6
2022-07-15;80 - 89;FE;5
2022-07-15;80 - 89;MA;4
2022-07-16;> 89;FE;3
2022-07-16;00 - 09;FE;1
2022-07-16;00 - 09;MA;2
2022-07-16;10 - 19;FE;4
2022-07-16;10 - 19;MA;2
2022-07-16;20 - 29;FE;11
2022-07-16;20 - 29;MA;5
2022-07-16;30 - 39;FE;17
2022-07-16;30 - 39;MA;5
2022-07-16;40 - 49;FE;7
2022-07-16;40 - 49;MA;8
2022-07-16;50 - 59;FE;12
2022-07-16;50 - 59;MA;12
2022-07-16;60 - 69;FE;13
2022-07-16;60 - 69;MA;4
2022-07-16;70 - 79;FE;5
2022-07-16;70 - 79;MA;2
2022-07-16;80 - 89;FE;4
2022-07-16;80 - 89;MA;4
2022-07-17;> 89;MA;2
2022-07-17;00 - 09;FE;1
2022-07-17;00 - 09;MA;2
2022-07-17;10 - 19;FE;1
2022-07-17;10 - 19;MA;1
2022-07-17;20 - 29;FE;8
2022-07-17;20 - 29;MA;7
2022-07-17;30 - 39;FE;9
2022-07-17;30 - 39;MA;8
2022-07-17;40 - 49;FE;6
2022-07-17;40 - 49;MA;6
2022-07-17;50 - 59;FE;6
2022-07-17;50 - 59;MA;4
2022-07-17;60 - 69;FE;5
2022-07-17;60 - 69;MA;2
2022-07-17;70 - 79;FE;2
2022-07-17;80 - 89;FE;5
2022-07-17;80 - 89;MA;3
2022-07-18;> 89;FE;5
2022-07-18;> 89;MA;2
2022-07-18;00 - 09;FE;4
2022-07-18;00 - 09;MA;1
2022-07-18;10 - 19;FE;5
2022-07-18;10 - 19;MA;2
2022-07-18;20 - 29;FE;16
2022-07-18;20 - 29;MA;14
2022-07-18;30 - 39;FE;28
2022-07-18;30 - 39;MA;23
2022-07-18;40 - 49;FE;13
2022-07-18;40 - 49;MA;15
2022-07-18;50 - 59;FE;18
2022-07-18;50 - 59;MA;13
2022-07-18;60 - 69;FE;14
2022-07-18;60 - 69;MA;3
2022-07-18;70 - 79;FE;9
2022-07-18;70 - 79;MA;11
2022-07-18;80 - 89;FE;9
2022-07-18;80 - 89;MA;5
2022-07-19;> 89;FE;3
2022-07-19;00 - 09;FE;1
2022-07-19;00 - 09;MA;3
2022-07-19;10 - 19;FE;6
2022-07-19;10 - 19;MA;4
2022-07-19;20 - 29;FE;17
2022-07-19;20 - 29;MA;11
2022-07-19;30 - 39;FE;24
2022-07-19;30 - 39;MA;20
2022-07-19;40 - 49;FE;10
2022-07-19;40 - 49;MA;14
2022-07-19;50 - 59;FE;11
2022-07-19;50 - 59;MA;8
2022-07-19;60 - 69;FE;7
2022-07-19;60 - 69;MA;12
2022-07-19;70 - 79;FE;5
2022-07-19;70 - 79;MA;3
2022-07-19;80 - 89;FE;13
2022-07-19;80 - 89;MA;8
2022-07-20;> 89;FE;2
2022-07-20;00 - 09;FE;1
2022-07-20;10 - 19;FE;4
2022-07-20;10 - 19;MA;4
2022-07-20;20 - 29;FE;12
2022-07-20;20 - 29;MA;14
2022-07-20;30 - 39;FE;12
2022-07-20;30 - 39;MA;18
2022-07-20;40 - 49;FE;17
2022-07-20;40 - 49;MA;11
2022-07-20;50 - 59;FE;14
2022-07-20;50 - 59;MA;13
2022-07-20;60 - 69;FE;6
2022-07-20;60 - 69;MA;10
2022-07-20;70 - 79;FE;8
2022-07-20;70 - 79;MA;7
2022-07-20;80 - 89;FE;10
2022-07-20;80 - 89;MA;2
2022-07-21;00 - 09;MA;3
2022-07-21;10 - 19;FE;4
2022-07-21;20 - 29;FE;16
2022-07-21;20 - 29;MA;10
2022-07-21;30 - 39;FE;11
2022-07-21;30 - 39;MA;16
2022-07-21;40 - 49;FE;10
2022-07-21;40 - 49;MA;9
2022-07-21;50 - 59;FE;11
2022-07-21;50 - 59;MA;7
2022-07-21;60 - 69;FE;11
2022-07-21;60 - 69;MA;7
2022-07-21;70 - 79;FE;9
2022-07-21;70 - 79;MA;14
2022-07-21;80 - 89;FE;3
2022-07-21;80 - 89;MA;2
2022-07-22;> 89;FE;2
2022-07-22;> 89;MA;1
2022-07-22;00 - 09;MA;1
2022-07-22;10 - 19;FE;2
2022-07-22;10 - 19;MA;2
2022-07-22;20 - 29;FE;14
2022-07-22;20 - 29;MA;4
2022-07-22;30 - 39;FE;21
2022-07-22;30 - 39;MA;16
2022-07-22;40 - 49;FE;11
2022-07-22;40 - 49;MA;7
2022-07-22;50 - 59;FE;12
2022-07-22;50 - 59;MA;7
2022-07-22;60 - 69;FE;9
2022-07-22;60 - 69;MA;7
2022-07-22;70 - 79;FE;5
2022-07-22;70 - 79;MA;4
2022-07-22;80 - 89;FE;7
2022-07-22;80 - 89;MA;1
2022-07-23;> 89;FE;2
2022-07-23;> 89;MA;1
2022-07-23;00 - 09;FE;3
2022-07-23;10 - 19;FE;2
2022-07-23;20 - 29;FE;11
2022-07-23;20 - 29;MA;6
2022-07-23;30 - 39;FE;8
2022-07-23;30 - 39;MA;5
2022-07-23;40 - 49;FE;4
2022-07-23;40 - 49;MA;7
2022-07-23;50 - 59;FE;6
2022-07-23;50 - 59;MA;7
2022-07-23;60 - 69;FE;8
2022-07-23;60 - 69;MA;4
2022-07-23;70 - 79;FE;5
2022-07-23;70 - 79;MA;6
2022-07-23;80 - 89;FE;2
2022-07-23;80 - 89;MA;2
2022-07-24;10 - 19;FE;2
2022-07-24;20 - 29;FE;6
2022-07-24;20 - 29;MA;2
2022-07-24;30 - 39;FE;4
2022-07-24;30 - 39;MA;7
2022-07-24;40 - 49;FE;5
2022-07-24;40 - 49;MA;4
2022-07-24;50 - 59;FE;5
2022-07-24;50 - 59;MA;5
2022-07-24;60 - 69;FE;4
2022-07-24;60 - 69;MA;4
2022-07-24;70 - 79;FE;1
2022-07-24;70 - 79;MA;4
2022-07-24;80 - 89;FE;1
2022-07-24;80 - 89;MA;4
2022-07-25;> 89;FE;4
2022-07-25;> 89;MA;1
2022-07-25;00 - 09;FE;1
2022-07-25;00 - 09;MA;3
2022-07-25;10 - 19;MA;2
2022-07-25;20 - 29;FE;11
2022-07-25;20 - 29;MA;4
2022-07-25;30 - 39;FE;18
2022-07-25;30 - 39;MA;17
2022-07-25;40 - 49;FE;12
2022-07-25;40 - 49;MA;11
2022-07-25;50 - 59;FE;19
2022-07-25;50 - 59;MA;10
2022-07-25;60 - 69;FE;9
2022-07-25;60 - 69;MA;7
2022-07-25;70 - 79;FE;13
2022-07-25;70 - 79;MA;9
2022-07-25;80 - 89;FE;9
2022-07-25;80 - 89;MA;4
2022-07-26;> 89;FE;5
2022-07-26;00 - 09;FE;2
2022-07-26;00 - 09;MA;1
2022-07-26;10 - 19;FE;1
2022-07-26;10 - 19;MA;2
2022-07-26;20 - 29;FE;15
2022-07-26;20 - 29;MA;10
2022-07-26;30 - 39;FE;15
2022-07-26;30 - 39;MA;13
2022-07-26;40 - 49;FE;10
2022-07-26;40 - 49;MA;7
2022-07-26;50 - 59;FE;10
2022-07-26;50 - 59;MA;12
2022-07-26;60 - 69;FE;10
2022-07-26;60 - 69;MA;6
2022-07-26;70 - 79;FE;6
2022-07-26;70 - 79;MA;5
2022-07-26;80 - 89;FE;2
2022-07-26;80 - 89;MA;2
2022-07-27;> 89;FE;1
2022-07-27;> 89;MA;2
2022-07-27;00 - 09;FE;2
2022-07-27;00 - 09;MA;1
2022-07-27;10 - 19;MA;2
2022-07-27;20 - 29;FE;13
2022-07-27;20 - 29;MA;7
2022-07-27;30 - 39;FE;7
2022-07-27;30 - 39;MA;13
2022-07-27;40 - 49;FE;8
2022-07-27;40 - 49;MA;7
2022-07-27;50 - 59;FE;12
2022-07-27;50 - 59;MA;11
2022-07-27;60 - 69;FE;5
2022-07-27;60 - 69;MA;9
2022-07-27;70 - 79;FE;9
2022-07-27;70 - 79;MA;4
2022-07-27;80 - 89;FE;8
2022-07-27;80 - 89;MA;3
2022-07-28;> 89;FE;2
2022-07-28;00 - 09;FE;1
2022-07-28;00 - 09;MA;2
2022-07-28;10 - 19;FE;1
2022-07-28;10 - 19;MA;2
2022-07-28;20 - 29;FE;11
2022-07-28;20 - 29;MA;6
2022-07-28;30 - 39;;1
2022-07-28;30 - 39;FE;13
2022-07-28;30 - 39;MA;16
2022-07-28;40 - 49;;1
2022-07-28;40 - 49;FE;9
2022-07-28;40 - 49;MA;5
2022-07-28;50 - 59;FE;10
2022-07-28;50 - 59;MA;7
2022-07-28;60 - 69;FE;3
2022-07-28;60 - 69;MA;6
2022-07-28;70 - 79;FE;9
2022-07-28;70 - 79;MA;2
2022-07-28;80 - 89;FE;4
2022-07-28;80 - 89;MA;3
2022-07-29;> 89;FE;1
2022-07-29;> 89;MA;1
2022-07-29;00 - 09;FE;2
2022-07-29;10 - 19;MA;1
2022-07-29;20 - 29;FE;8
2022-07-29;20 - 29;MA;3
2022-07-29;30 - 39;FE;17
2022-07-29;30 - 39;MA;9
2022-07-29;40 - 49;FE;6
2022-07-29;40 - 49;MA;8
2022-07-29;50 - 59;FE;8
2022-07-29;50 - 59;MA;4
2022-07-29;60 - 69;FE;7
2022-07-29;60 - 69;MA;4
2022-07-29;70 - 79;FE;6
2022-07-29;70 - 79;MA;7
2022-07-29;80 - 89;FE;4
2022-07-29;80 - 89;MA;1
2022-07-30;> 89;MA;1
2022-07-30;00 - 09;FE;1
2022-07-30;10 - 19;FE;1
2022-07-30;10 - 19;MA;2
2022-07-30;20 - 29;FE;6
2022-07-30;20 - 29;MA;2
2022-07-30;30 - 39;FE;14
2022-07-30;30 - 39;MA;15
2022-07-30;40 - 49;FE;6
2022-07-30;40 - 49;MA;3
2022-07-30;50 - 59;FE;5
2022-07-30;50 - 59;MA;9
2022-07-30;60 - 69;FE;6
2022-07-30;60 - 69;MA;3
2022-07-30;70 - 79;FE;1
2022-07-30;70 - 79;MA;1
2022-07-30;80 - 89;FE;4
2022-07-30;80 - 89;MA;4
2022-07-31;00 - 09;MA;2
2022-07-31;10 - 19;FE;2
2022-07-31;20 - 29;FE;1
2022-07-31;20 - 29;MA;5
2022-07-31;30 - 39;FE;7
2022-07-31;30 - 39;MA;4
2022-07-31;40 - 49;FE;7
2022-07-31;40 - 49;MA;2
2022-07-31;50 - 59;FE;5
2022-07-31;50 - 59;MA;3
2022-07-31;60 - 69;FE;2
2022-07-31;60 - 69;MA;3
2022-07-31;70 - 79;FE;2
2022-07-31;70 - 79;MA;1
2022-07-31;80 - 89;FE;2
2022-08-01;> 89;FE;2
2022-08-01;00 - 09;FE;2
2022-08-01;00 - 09;MA;1
2022-08-01;10 - 19;FE;1
2022-08-01;20 - 29;FE;8
2022-08-01;20 - 29;MA;3
2022-08-01;30 - 39;FE;9
2022-08-01;30 - 39;MA;7
2022-08-01;40 - 49;FE;3
2022-08-01;40 - 49;MA;4
2022-08-01;50 - 59;FE;5
2022-08-01;50 - 59;MA;4
2022-08-01;60 - 69;FE;1
2022-08-01;60 - 69;MA;2
2022-08-01;70 - 79;FE;2
2022-08-01;70 - 79;MA;2
2022-08-01;80 - 89;FE;4
2022-08-01;80 - 89;MA;1
2022-08-02;> 89;FE;3
2022-08-02;> 89;MA;2
2022-08-02;00 - 09;FE;2
2022-08-02;00 - 09;MA;4
2022-08-02;10 - 19;FE;2
2022-08-02;20 - 29;FE;9
2022-08-02;20 - 29;MA;6
2022-08-02;30 - 39;FE;17
2022-08-02;30 - 39;MA;16
2022-08-02;40 - 49;FE;5
2022-08-02;40 - 49;MA;9
2022-08-02;50 - 59;FE;10
2022-08-02;50 - 59;MA;13
2022-08-02;60 - 69;FE;6
2022-08-02;60 - 69;MA;6
2022-08-02;70 - 79;FE;3
2022-08-02;70 - 79;MA;2
2022-08-02;80 - 89;FE;5
2022-08-02;80 - 89;MA;4
2022-08-03;> 89;FE;1
2022-08-03;00 - 09;FE;1
2022-08-03;00 - 09;MA;2
2022-08-03;10 - 19;FE;4
2022-08-03;10 - 19;MA;2
2022-08-03;20 - 29;FE;7
2022-08-03;20 - 29;MA;11
2022-08-03;30 - 39;FE;10
2022-08-03;30 - 39;MA;12
2022-08-03;40 - 49;FE;6
2022-08-03;40 - 49;MA;5
2022-08-03;50 - 59;FE;10
2022-08-03;50 - 59;MA;7
2022-08-03;60 - 69;FE;9
2022-08-03;60 - 69;MA;4
2022-08-03;70 - 79;MA;3
2022-08-03;80 - 89;FE;3
2022-08-04;00 - 09;MA;1
2022-08-04;10 - 19;MA;1
2022-08-04;20 - 29;FE;10
2022-08-04;20 - 29;MA;9
2022-08-04;30 - 39;FE;11
2022-08-04;30 - 39;MA;6
2022-08-04;40 - 49;FE;7
2022-08-04;40 - 49;MA;4
2022-08-04;50 - 59;FE;12
2022-08-04;50 - 59;MA;6
2022-08-04;60 - 69;FE;4
2022-08-04;60 - 69;MA;8
2022-08-04;70 - 79;FE;6
2022-08-04;70 - 79;MA;5
2022-08-04;80 - 89;FE;3
2022-08-04;80 - 89;MA;2
2022-08-05;> 89;FE;2
2022-08-05;> 89;MA;1
2022-08-05;00 - 09;FE;1
2022-08-05;00 - 09;MA;1
2022-08-05;10 - 19;FE;4
2022-08-05;10 - 19;MA;3
2022-08-05;20 - 29;FE;4
2022-08-05;20 - 29;MA;6
2022-08-05;30 - 39;FE;5
2022-08-05;30 - 39;MA;8
2022-08-05;40 - 49;FE;2
2022-08-05;40 - 49;MA;3
2022-08-05;50 - 59;;1
2022-08-05;50 - 59;FE;9
2022-08-05;50 - 59;MA;7
2022-08-05;60 - 69;FE;4
2022-08-05;60 - 69;MA;5
2022-08-05;70 - 79;FE;4
2022-08-05;70 - 79;MA;5
2022-08-05;80 - 89;FE;4
2022-08-05;80 - 89;MA;2
2022-08-06;> 89;FE;4
2022-08-06;00 - 09;FE;1
2022-08-06;10 - 19;FE;2
2022-08-06;10 - 19;MA;1
2022-08-06;20 - 29;FE;9
2022-08-06;20 - 29;MA;5
2022-08-06;30 - 39;FE;9
2022-08-06;30 - 39;MA;6
2022-08-06;40 - 49;FE;4
2022-08-06;40 - 49;MA;4
2022-08-06;50 - 59;FE;2
2022-08-06;50 - 59;MA;5
2022-08-06;60 - 69;FE;4
2022-08-06;60 - 69;MA;1
2022-08-06;70 - 79;FE;1
2022-08-06;70 - 79;MA;3
2022-08-06;80 - 89;FE;2
2022-08-06;80 - 89;MA;2
2022-08-07;> 89;FE;1
2022-08-07;00 - 09;FE;1
2022-08-07;00 - 09;MA;1
2022-08-07;10 - 19;FE;2
2022-08-07;20 - 29;FE;6
2022-08-07;20 - 29;MA;3
2022-08-07;30 - 39;FE;6
2022-08-07;30 - 39;MA;5
2022-08-07;40 - 49;FE;2
2022-08-07;40 - 49;MA;2
2022-08-07;50 - 59;FE;3
2022-08-07;50 - 59;MA;4
2022-08-07;60 - 69;FE;3
2022-08-07;60 - 69;MA;2
2022-08-07;70 - 79;MA;4
2022-08-08;00 - 09;FE;3
2022-08-08;00 - 09;MA;4
2022-08-08;10 - 19;FE;1
2022-08-08;10 - 19;MA;2
2022-08-08;20 - 29;FE;16
2022-08-08;20 - 29;MA;9
2022-08-08;30 - 39;FE;12
2022-08-08;30 - 39;MA;8
2022-08-08;40 - 49;FE;11
2022-08-08;40 - 49;MA;7
2022-08-08;50 - 59;FE;10
2022-08-08;50 - 59;MA;7
2022-08-08;60 - 69;FE;8
2022-08-08;60 - 69;MA;7
2022-08-08;70 - 79;FE;7
2022-08-08;70 - 79;MA;5
2022-08-08;80 - 89;FE;1
2022-08-08;80 - 89;MA;1
2022-08-09;> 89;FE;3
2022-08-09;> 89;MA;1
2022-08-09;00 - 09;MA;2
2022-08-09;10 - 19;FE;1
2022-08-09;10 - 19;MA;2
2022-08-09;20 - 29;FE;13
2022-08-09;20 - 29;MA;11
2022-08-09;30 - 39;FE;8
2022-08-09;30 - 39;MA;9
2022-08-09;40 - 49;FE;9
2022-08-09;40 - 49;MA;7
2022-08-09;50 - 59;FE;13
2022-08-09;50 - 59;MA;9
2022-08-09;60 - 69;FE;9
2022-08-09;60 - 69;MA;4
2022-08-09;70 - 79;FE;5
2022-08-09;70 - 79;MA;3
2022-08-09;80 - 89;FE;4
2022-08-09;80 - 89;MA;7
2022-08-10;00 - 09;FE;4
2022-08-10;10 - 19;FE;4
2022-08-10;10 - 19;MA;3
2022-08-10;20 - 29;FE;7
2022-08-10;20 - 29;MA;5
2022-08-10;30 - 39;FE;10
2022-08-10;30 - 39;MA;7
2022-08-10;40 - 49;FE;11
2022-08-10;40 - 49;MA;6
2022-08-10;50 - 59;FE;8
2022-08-10;50 - 59;MA;7
2022-08-10;60 - 69;FE;8
2022-08-10;60 - 69;MA;2
2022-08-10;70 - 79;FE;3
2022-08-10;70 - 79;MA;6
2022-08-10;80 - 89;FE;1
2022-08-10;80 - 89;MA;1
2022-08-11;> 89;MA;1
2022-08-11;00 - 09;MA;5
2022-08-11;10 - 19;FE;3
2022-08-11;10 - 19;MA;1
2022-08-11;20 - 29;FE;5
2022-08-11;20 - 29;MA;4
2022-08-11;30 - 39;FE;9
2022-08-11;30 - 39;MA;5
2022-08-11;40 - 49;FE;5
2022-08-11;40 - 49;MA;2
2022-08-11;50 - 59;FE;11
2022-08-11;50 - 59;MA;11
2022-08-11;60 - 69;FE;6
2022-08-11;60 - 69;MA;1
2022-08-11;70 - 79;FE;3
2022-08-11;70 - 79;MA;2
2022-08-11;80 - 89;FE;2
2022-08-11;80 - 89;MA;3
2022-08-12;> 89;FE;4
2022-08-12;> 89;MA;1
2022-08-12;00 - 09;FE;1
2022-08-12;10 - 19;FE;5
2022-08-12;10 - 19;MA;2
2022-08-12;20 - 29;FE;5
2022-08-12;20 - 29;MA;7
2022-08-12;30 - 39;FE;8
2022-08-12;30 - 39;MA;6
2022-08-12;40 - 49;FE;4
2022-08-12;40 - 49;MA;5
2022-08-12;50 - 59;FE;8
2022-08-12;50 - 59;MA;6
2022-08-12;60 - 69;FE;8
2022-08-12;60 - 69;MA;8
2022-08-12;70 - 79;FE;3
2022-08-12;70 - 79;MA;6
2022-08-12;80 - 89;FE;4
2022-08-12;80 - 89;MA;1
2022-08-13;00 - 09;FE;2
2022-08-13;10 - 19;FE;1
2022-08-13;10 - 19;MA;1
2022-08-13;20 - 29;FE;3
2022-08-13;20 - 29;MA;2
2022-08-13;30 - 39;FE;6
2022-08-13;30 - 39;MA;7
2022-08-13;40 - 49;FE;7
2022-08-13;40 - 49;MA;2
2022-08-13;50 - 59;FE;13
2022-08-13;50 - 59;MA;5
2022-08-13;60 - 69;FE;4
2022-08-13;60 - 69;MA;3
2022-08-13;70 - 79;MA;2
2022-08-14;> 89;FE;2
2022-08-14;00 - 09;FE;2
2022-08-14;00 - 09;MA;2
2022-08-14;10 - 19;FE;2
2022-08-14;20 - 29;FE;2
2022-08-14;20 - 29;MA;1
2022-08-14;30 - 39;FE;4
2022-08-14;30 - 39;MA;4
2022-08-14;40 - 49;FE;5
2022-08-14;40 - 49;MA;2
2022-08-14;50 - 59;FE;6
2022-08-14;50 - 59;MA;2
2022-08-14;60 - 69;FE;4
2022-08-14;60 - 69;MA;4
2022-08-14;70 - 79;FE;2
2022-08-14;70 - 79;MA;2
2022-08-14;80 - 89;FE;4
2022-08-14;80 - 89;MA;1
2022-08-15;> 89;FE;1
2022-08-15;> 89;MA;1
2022-08-15;00 - 09;FE;2
2022-08-15;00 - 09;MA;2
2022-08-15;10 - 19;FE;2
2022-08-15;10 - 19;MA;4
2022-08-15;20 - 29;FE;3
2022-08-15;20 - 29;MA;6
2022-08-15;30 - 39;FE;10
2022-08-15;30 - 39;MA;13
2022-08-15;40 - 49;FE;12
2022-08-15;40 - 49;MA;4
2022-08-15;50 - 59;FE;6
2022-08-15;50 - 59;MA;9
2022-08-15;60 - 69;FE;5
2022-08-15;60 - 69;MA;6
2022-08-15;70 - 79;FE;7
2022-08-15;70 - 79;MA;3
2022-08-15;80 - 89;FE;9
2022-08-15;80 - 89;MA;3
2022-08-16;> 89;FE;1
2022-08-16;00 - 09;FE;3
2022-08-16;00 - 09;MA;3
2022-08-16;10 - 19;FE;1
2022-08-16;10 - 19;MA;2
2022-08-16;20 - 29;FE;8
2022-08-16;20 - 29;MA;5
2022-08-16;30 - 39;FE;7
2022-08-16;30 - 39;MA;7
2022-08-16;40 - 49;FE;10
2022-08-16;40 - 49;MA;11
2022-08-16;50 - 59;FE;7
2022-08-16;50 - 59;MA;7
2022-08-16;60 - 69;FE;8
2022-08-16;60 - 69;MA;6
2022-08-16;70 - 79;FE;3
2022-08-16;70 - 79;MA;2
2022-08-16;80 - 89;FE;1
2022-08-16;80 - 89;MA;3
2022-08-17;> 89;FE;2
2022-08-17;> 89;MA;1
2022-08-17;00 - 09;MA;4
2022-08-17;10 - 19;MA;2
2022-08-17;20 - 29;FE;9
2022-08-17;20 - 29;MA;5
2022-08-17;30 - 39;FE;11
2022-08-17;30 - 39;MA;11
2022-08-17;40 - 49;FE;4
2022-08-17;40 - 49;MA;5
2022-08-17;50 - 59;FE;4
2022-08-17;50 - 59;MA;3
2022-08-17;60 - 69;FE;4
2022-08-17;60 - 69;MA;2
2022-08-17;70 - 79;FE;8
2022-08-17;80 - 89;FE;3
2022-08-17;80 - 89;MA;3
2022-08-18;00 - 09;FE;2
2022-08-18;00 - 09;MA;2
2022-08-18;10 - 19;FE;7
2022-08-18;10 - 19;MA;5
2022-08-18;20 - 29;FE;5
2022-08-18;20 - 29;MA;2
2022-08-18;30 - 39;FE;8
2022-08-18;30 - 39;MA;10
2022-08-18;40 - 49;FE;10
2022-08-18;40 - 49;MA;7
2022-08-18;50 - 59;FE;5
2022-08-18;50 - 59;MA;6
2022-08-18;60 - 69;FE;6
2022-08-18;60 - 69;MA;2
2022-08-18;70 - 79;FE;7
2022-08-18;70 - 79;MA;4
2022-08-18;80 - 89;FE;3
2022-08-18;80 - 89;MA;4
2022-08-19;> 89;MA;1
2022-08-19;00 - 09;FE;1
2022-08-19;00 - 09;MA;3
2022-08-19;10 - 19;FE;1
2022-08-19;10 - 19;MA;2
2022-08-19;20 - 29;FE;6
2022-08-19;20 - 29;MA;3
2022-08-19;30 - 39;FE;11
2022-08-19;30 - 39;MA;6
2022-08-19;40 - 49;FE;4
2022-08-19;40 - 49;MA;8
2022-08-19;50 - 59;FE;4
2022-08-19;50 - 59;MA;5
2022-08-19;60 - 69;FE;4
2022-08-19;60 - 69;MA;3
2022-08-19;70 - 79;FE;5
2022-08-19;70 - 79;MA;2
2022-08-19;80 - 89;FE;1
2022-08-19;80 - 89;MA;1
2022-08-20;00 - 09;FE;1
2022-08-20;00 - 09;MA;2
2022-08-20;10 - 19;MA;3
2022-08-20;20 - 29;FE;9
2022-08-20;20 - 29;MA;1
2022-08-20;30 - 39;FE;7
2022-08-20;30 - 39;MA;5
2022-08-20;40 - 49;FE;2
2022-08-20;40 - 49;MA;7
2022-08-20;50 - 59;FE;6
2022-08-20;50 - 59;MA;3
2022-08-20;60 - 69;FE;7
2022-08-20;60 - 69;MA;4
2022-08-20;70 - 79;FE;2
2022-08-20;70 - 79;MA;2
2022-08-20;80 - 89;FE;3
2022-08-21;00 - 09;FE;1
